,winner,loser,map,리마스터,방식,대회 레벨,대회 이름,중요도
1365,공서영[아나운서],정은지[에이핑크],95,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1366,김연우(김학철)[가수],김나나[기자],32,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1367,장동민[코미디언],하동훈[가수],74,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1368,김영만[종이공예],유재석[방송인],39,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1369,박명수[방송인],김경훈[일리노이주립대],16,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1370,이병렬[Rogue],정형돈[코미디언],33,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1371,김나나[기자],최연성[iloveoov],14,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1372,정윤종[Rain],이현경[아나운서],23,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1373,황지영[리포터],이신형[InNovation],15,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1374,어윤수[soO],최희[아나운서],68,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1375,박용욱[Kingdom],조경아[아나운서],36,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1376,박보영[배우],안현진[한라대학교],88,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1377,김태성[경기대학교],손영지[관동대학교],71,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1378,오주영[인천대학교],이승현[Life],53,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1379,김진경[경기대학교],김범진[강남대학교],17,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1380,김연우(김학철)[가수],조세호[코미디언],19,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1381,산들(이정환)[B1A4],유상우[인하대학교],13,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1382,김성수[쿨],김건모[가수],11,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1383,김경운[SW],허솔지[EXID],17,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1384,김연우(김학철)[가수],조타(이종화)[몬스타엑스],51,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1385,박용욱[Kingdom],김연우(김학철)[가수],78,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1386,정은지[에이핑크],임요환[Slayer_S BoxeR],13,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1387,어윤수[soO],루나(박선영)[f(x)],25,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1388,김건모[가수],이신형[InNovation],4,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1389,김연우(김학철)[가수],정윤종[Rain],30,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1390,오주영[인천대학교],하동훈[가수],68,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1391,손영지[관동대학교],박명수[방송인],60,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1392,정형돈[코미디언],김범진[강남대학교],62,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1393,박보영[남서울대학교],유재석[방송인],49,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1394,조성주[Maru],이병렬[Rogue],26,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1395,이승현[Life],김경훈[일리노이주립대],40,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1396,오현민[KAIST],김태성[경기대학교],57,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1397,김진경[경기대학교],홍진호[YellOw],70,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1398,조경아[아나운서],유상우[인하대학교],38,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1399,황지영[리포터],조타(이종화)[몬스타엑스],-1,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1400,조세호[코미디언],이현경[아나운서],95,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1401,최희[아나운서],김경운[SW],30,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1402,오현민[KAIST],조경아[아나운서],58,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1403,장동민[코미디언],최희[아나운서],42,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1404,김영만[종이공예],공서영[아나운서],45,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1405,박보영[배우],조타(이종화)[몬스타엑스],58,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1406,아이유(이지은)[가수],조세호[코미디언],93,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1407,유상우[인하대학교],김태성[경기대학교],56,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1408,김경운[SW],김진경[경기대학교],16,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1409,조세호[코미디언],김태성[경기대학교],45,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1410,유재석[방송인],이신형[InNovation],70,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1411,정윤종[Rain],황광희[제-아],29,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1412,최연성[iloveoov],박명수[방송인],43,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1413,정형돈[코미디언],임요환[Slayer_S BoxeR],25,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1414,김택용[Bisu],유재석[방송인],47,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1415,김연우(김학철)[가수],오주영[인천대학교],29,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1416,허솔지[EXID],안현진[한라대학교],48,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1417,박보영[남서울대학교],산들(이정환)[B1A4],90,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1418,루나(박선영)[f(x)],김민준[소방공무원],37,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1419,김연우(김학철)[가수],이병렬[Rogue],94,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1420,장동민[코미디언],소찬휘(김경희)[가수],50,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1421,오현민[KAIST],정은지[에이핑크],17,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1422,김경훈[일리노이주립대],루나(박선영)[f(x)],38,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1423,하동훈[가수],김경운[SW],16,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1424,유재석[방송인],김정남[터보],49,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1425,유상우[인하대학교],정형돈[코미디언],63,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1426,김성수[쿨],황광희[제-아],10,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1427,유재석[방송인],유상우[인하대학교],18,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1428,어윤수[soO],조성주[Maru],80,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1429,김택용[Bisu],이승현[Life],79,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1430,김태성[경기대학교],정윤종[Rain],56,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1431,임요환[Slayer_S BoxeR],김진경[경기대학교],28,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1432,박보영[남서울대학교],김나나[기자],43,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1433,최희[아나운서],김민준[소방공무원],93,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1434,오주영[인천대학교],이현경[아나운서],14,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1435,안현진[한라대학교],공서영[아나운서],19,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1436,아이유(이지은)[가수],허솔지[EXID],70,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1437,이승현[Life],산들(이정환)[B1A4],27,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1438,김태성[경기대학교],김연우(김학철)[가수],78,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1439,오주영[인천대학교],장동민[코미디언],17,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1440,오현민[KAIST],김범진[강남대학교],29,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1441,김경훈[일리노이주립대],박보영[남서울대학교],21,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1442,손영지[관동대학교],이병렬[Rogue],89,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1443,오현민[KAIST],오주영[인천대학교],71,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1444,하동훈[가수],김나나[기자],68,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1445,황지영[리포터],유재석[방송인],58,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1446,정준하[방송인],조경아[아나운서],65,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1447,정형돈[코미디언],이현경[아나운서],25,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1448,김택용[Bisu],유상우[인하대학교],42,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1449,조세호[코미디언],어윤수[soO],45,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1450,임요환[Slayer_S BoxeR],김정남[터보],91,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1451,정명훈[FanTaSy],조타(이종화)[몬스타엑스],65,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1452,정명훈[FanTaSy],김민준[소방공무원],13,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1453,임요환[Slayer_S BoxeR],박보영[남서울대학교],46,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1454,정윤종[Rain],김범진[강남대학교],67,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1455,오현민[KAIST],조세호[코미디언],73,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1456,이병렬[Rogue],조타(이종화)[몬스타엑스],15,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1457,김경운[SW],홍진호[YellOw],69,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1458,유상우[인하대학교],김영만[종이공예],68,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1459,유상우[인하대학교],이병렬[Rogue],2,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1460,김건모[가수],황광희[제-아],59,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1461,허솔지[EXID],박명수[방송인],91,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1462,김연우(김학철)[가수],정형돈[코미디언],47,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1463,황지영[리포터],김태성[경기대학교],42,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1464,조성주[Maru],이현경[아나운서],82,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1465,김나나[기자],김진경[경기대학교],33,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1466,조경아[아나운서],박보영[배우],89,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,정규시즌
1467,김나나[기자],김연우(김학철)[가수],78,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,6강 플레이오프
1468,소찬휘(김경희)[가수],김나나[기자],78,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,6강 플레이오프
1469,이현경[아나운서],소찬휘(김경희)[가수],78,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,6강 플레이오프
1470,허솔지[EXID],이현경[아나운서],8,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,6강 플레이오프
1471,허솔지[EXID],조경아[아나운서],10,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,6강 플레이오프
1472,허솔지[EXID],황지영[리포터],91,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,6강 플레이오프
1473,김태성[경기대학교],안현진[한라대학교],61,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,6강 플레이오프
1474,김민준[소방공무원],김태성[경기대학교],32,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,6강 플레이오프
1475,아이유(이지은)[가수],김민준[소방공무원],67,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,6강 플레이오프
1476,오주영[인천대학교],아이유(이지은)[가수],52,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,6강 플레이오프
1477,오주영[인천대학교],박보영[배우],62,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,6강 플레이오프
1478,조성주[Maru],오주영[인천대학교],71,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,6강 플레이오프
1479,조성주[Maru],박보영[남서울대학교],58,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,6강 플레이오프
1480,김연우(김학철)[가수],김진경[경기대학교],41,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,준플레이오프
1481,김태성[경기대학교],허솔지[EXID],21,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,준플레이오프
1482,정은지[에이핑크],아이유(이지은)[가수],29,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,준플레이오프
1483,이승현[Life],소찬휘(김경희)[가수],78,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,준플레이오프
1484,조성주[Maru],루나(박선영)[f(x)],85,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,준플레이오프
1485,박보영[배우],산들(이정환)[B1A4],83,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,준플레이오프
1486,김태성[경기대학교],허솔지[EXID],82,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,준플레이오프
1487,김태성[경기대학교],정은지[에이핑크],42,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,준플레이오프
1488,김태성[경기대학교],김건모[가수],64,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,준플레이오프
1489,김태성[경기대학교],김연우(김학철)[가수],12,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,준플레이오프
1490,임요환[Slayer_S BoxeR],김진경[경기대학교],3,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,플레이오프
1491,정윤종[Rain],박보영[배우],-2,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,플레이오프
1492,김태성[경기대학교],김택용[Bisu],87,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,플레이오프
1493,아이유(이지은)[가수],정명훈[FanTaSy],18,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,플레이오프
1494,이신형[InNovation],조성주[Maru],7,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,플레이오프
1495,박용욱[Kingdom],이승현[Life],85,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,플레이오프
1496,이신형[InNovation],김태성[경기대학교],61,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,플레이오프
1497,조성주[Maru],이신형[InNovation],18,X,팀리그,그룹퍼,SK플래닛 그룹퍼리그 1,플레이오프
